TestEvent,ID,"10 Minute - Write atleast a paragraph about people that you live with now or that you lived with in the past. This could be your family or roommates. What do they look like?  Describe their interests, jobs, schedules, and personalities.  What do you or did you like about living with these people?  You have 10 minutes to write your response.",30_minute - Identify one improvement that would make your city a better place to live for people your age and explain why people your age would benefit from this change.  Use specific reasons and examples to support your opinion and describe the potential immediate and long-term consequences of this improvement.  You have 30 minutes to write your response.,Scored
W17 LATs,30971,"A few months ago I lived with my family. My home was small because I was only live with my mother and my brother. My mother does not work now but she always sell products for the skin or makeup. My brother goes to the elementary school now, he is 13 years and he loves swim every day. He swims  3 hours every day. My mother is an amazing person because she always help the people. She likes to do creative things like paint or go to museums. My brother has an interesting personality because he always do extreme things in his life, sometimes he likes to runnning every day. BUt the principal thing that he likes to do is play video games. he loves video games and he  has around 50 games in my home. I loved live with my family because they always support me and help me.I liked live with them because every weekend we were to parks or went to eat mexian food. They are important in my live because they always help me. Now I am far away to my home. But I always  love my family because they are the most important people in my live.","One important improvement that need my city and state is practice one sport. Practice one sport can help a lot for have more organization in the live because you can learn to be a more responsable person. for this reason Oaxaca my state need  to  improve this skill. Practice sports can help to have a better place to live because the young people can have more opportunities when they know about discipline for practice one sport. I choose practice one sport because in the most discipline cities in the world the people who practice one sport in their childhood can be a better citizens in the future. Now I am going to explain the principal reasons fore pracrice one sport in my state and city.
First, Oaxaca my city needs to have more space for do sports. A lot of schools in my city do not have the good intalations for practice sport. For this reason a lot of young people can not practice a sport because if you like to practice something you need to pay a lot. I think that if each school have better instalations the sport in my city and my country will improve. They can beneffit with opportunityes that help to practice their favorite sport. Roght now my city has a few schools that have everything for practicibg a sport. But in the most poor places do not have nothing for practice a sport. This is a really hard situation because they do not have money for pay instalations to practice a sport. One solution for this problem is talk with the government in my city. Because they need to know that practice one sport can be really good for the live to young people. They need to help all the schools in my city for have better spaces to practice the sport and I think that they need to give the sufficient money for build different spaces inside the schools. 
Second, practice one sport it is really helpful to have a better organize live because a lot of studies said that practice one sport can improve your healthy and help your brain for think better. For this important reason if the young people in my state practice on esport I am sure that they will improve thgeir grades in the school and they will have a more healthy live. In these months I saw the importance for practicing a sport in United States. This country help the students for practice one sport. And I think that if the government in my city help all the students in a couple of years Oaxaca my state can has a better citizens with good healthy. Practice one sport help you to have more discipline in your live. If the youth in Oaxaca practice a sport I am sure that thay can be more responsable in their actions. My city and state need more  young people with f this qualities for improve in different skills. 
In conclusion, if Oaxaca has the opportunity that the young people know how to practice a sport I am totally sure that all the youth can know how to have a better live with practicing one sport. This situation can change the future for a lot of children because if you help them they can do a lot of things for have a better future. Practice one sport can be a type of live. The sports change the personality for the people because they can be more responsable people. In my opinion I think that my state needs this improvemnet because a lot of young people have a good potential in their lives for being a really good athlethes.",4.65
F15 LATs,91040,"I am living with my roommates. They are 4 American girls and 1 Japanese girls in my apartment. My Japanese roomate is ELC student like me. Her personality is very funny. Because she always makes me laugh. And when I feel sad, she talk with me in Japanese. So, I love her. And, on of my American roommates is half of American and Mexican. So, she can speak Spanish a littile bit. Also, she likes dancing. She is working at MTC. Another girl of them is a girl who has red hair. She is a student of BYU provo. Her major is dance, so her body is very flexible. And she always work at morning from night. So, usually I do not see her. Other girl if them is BYU student too. She can play the guitar. She is return missionary, so she is good at cooking. Another girl of them is very nice. She always wake up early, and she goes to bed early night. She is very spiritual, so I love her! She does not have a job. She is very kind. And, she also good at cooking. She has many sibilings!","There are many important accepts that would make my city a better place to live foy young people like me for several things. If we can image these things, we can make more great society and we can creat more great for young people. 
     First of all, we need more schools. If we have many schools in my city, the city will be bright. It means, we can be one. For exmple, if there are many school, many student live around there. And, if something happen such as earthquake to this city, the people can help each other. So, if we have many schools in this city, we can be one.Here is another exmaple, that is many club such as basketball club, bollyball club, baseball cub. So, they usually have a match with another school's sports club. Becasue if that, they can be a friend. So, if there are many schools, many people who is young age can help each other if somthing happen. These will become benefits for them.
Second, if they have more volunteer, it will be great for them. Sor exmple, is they do volunteer around their school, the people who live in around the school can feel confortable. It means, the school will be popular. And also, if they do voluntter, they can learn another thigs. Mybe, they will think grateful about anythings. And fortunately, sometimes, they can enter great college if the proffessor of the college hear about the school that is great. Therefore, if they have activity such as volunteer, it will be benefits for them.
     Finally, if many young people live there, they can make many friends. For example, if many young people live there, if will be great for old people. It means, there are many old people who worked hard before have children or grandchildren. If their children or grandchildren increase, they will be happy. And also, the young people can hear about past story such as a histry from old people and they can get new knowledge. getting new knowledge is very important accept. Therfore, I think the young people need to do these things.
     I think many people who is young people is the key of our future.  If the people can be great, and do volunteer activity, hear about many things from their paretns or their grandfather of grandmother, it makes this city great. And also, if they do these things, they can get many benefits. therfore, if the people who is young do these things, they can improve this city and can be better place to live for them.",4.65
F15 LATs,78293,"People that I lived together in the past is Thomas who was my roommate. He was kind but lazy. First of all, he and I were hometeaching companion. During we were hometeaching, he showed his kindness to others. He always took care of them and showed his love. Second, he was a lazy person. For example, he never washed his dishes that he used. After he cooked, the kitchen was always scattered. Mainly, his characters are interesting because he was kind, but he was lazy. For these reasongs, it was sometimes difficult to live with him but also memorable. I learned what I should show love to others even if I am busy or in trouble. I am glad that I had a chance to live with him. To sum up, I learned inportant aspect to live happily.","Many areas try to improve in various areas, such as agricultures, indutries. etc. These improvement for the city that you live help people live easily or effectively. Some people do not care what changes in their cities. However, improvement is crucial and people need to be careful about their lives. The improvement help people's lives facillitate. One thing that Provo and Salt Lake City would better adapt is transportation. If they have more transportations, that would be helpful for people especially students in short-term. Furthermore, people's lives will thrive in long-term.
          A transportation is needed to invent more in order to help people's life effectively in Provo. In the U.S., American people have a huge land. If there is a way to transport people or materials quickly, that is a benefit. If people can transport easily, they would go traveling, shopping, and so on. For example, international students who do not have cars, they try to avoid going outside if they do not have enough transportations. This is a problem of reducing to transport people. If they can transport quilckly and easily, they would go outside. This is the short-term consequence.
          Secondally, if the transportation is more provided, many products or food will be available easily. This is the long-term consequence if they have more effective transportations. Transportations are not only for people but also products. There are a lot of food that can grow in certain situations. Utah people have certain their products. If there is a way of tranporting those materials, they will earn more money by transporting certain products that they have. Moreove, they will get more products from other areas. This is the long term-consequence.
          To conclude, the one improvement that Provo would better adapt is effective and sufficient transportations. If these are accepted, students' life would be more beneficial. They will have transportations, and move around. Consequeces, they consume various more products. Therefore, their economy will be going up because of their cunsume. It is recommended to have more transportations.",4.65
S17 Placement,10365,"Throughout my life time, there's ben several people who have served me and loved. This is why I want to give a great shoutout to my awesome mission companion whom I have been as well friends with and have spent time together having fun.
To me, a friend must be somebody who invites me to try new experiences all of the time, things that edify my and get me out of my comfort zone.
Andrew has been such an example to me. People at times say we look similar, but his a lot cooler.
He loves being in touch with gospel related things, his time is never spent in vain. He loves serving and doing everything in his power to help you out.
He'll never say 'no' but will always have  better answer to give you when you're not right.
He's very worried abot his responsabilities, he doesn't miss one, he's on top of everything.
Living with him, in the mission and after, has been a great experience. Shows me that the Lord doesn't let alone at any time.","I'm from a third world country where most of the things are private and limited. There is an endless list of things to improve, because the goal is to form a place where a future group of young men and women may learn the basics of success, a place where society doesn't deny anybody the opportunity to progress. Since there is a ton of things to talk about, I'd like to emphasize one that I've noticed is holding many from progression.
About 7 years ago, the Government created a new organization, which was encharged of the direction of the recent graduates from high school to college, or anybody who wanted to study in what became 'public' universities.
Studying privately meant to much of a sacrifice if the family was poor, so getting through a test to apply to a public university seemed to be a great opportunity. However, this way of applying limited many of the desires of these people, placing them where they didn't want to be, but at the same time, filtering the ones that actually wanted to be prepared.
As years passed by, new policies where made in order to study for free. The test that is taken to allow people to study has a top score of a thousand, and many different carrers required, or demanded, students to get very close score.
This caused many to be where they didn't want to be, since you applied not for just one career with your score, but four, and it all depended in availability.
People took the chance to do something different from what they originally wanted, and as time passed by, they ended up withdrawing. That is a feeling most people have when they're not comfortable.
Policies continued to change, and the opportunity now to study at a public university became muchmore limited. Lately, the government decided that only students from public schools are allowed to study at publich universities. All these many students that went to private schools could not have the chance to be at the  public universities.
Private school, elementary or high school, are not necessarily expensive, but parents choose these options ensuring the safety of their children because public school are very dangerous.
This is why many parents are taking the risk to send their children to foreing countries, to become better prepared.
The solution sounds to be a change of people's minds, since they are the ones who choose who they want to govern them, because to change a governor is much harder.
I love my country and I'd love to be part of the inmediate solution.",4.65
W17 LATs,47779,"When I start the semester in ELC I was living in alta apartments, it was my first time that I live with 5 other person, well acutally was 6 because 1 other guy stay in the apartmen for 1 month, Was really interesting, everyone was American and only my was from other country. In the house half of the house speak my lenguage and the other half not, so they traet me very well, I could understand and have a converzation with them. My roomie with who share the room, He was a grat person with me, He help me with my homework many times, I am very greatfully for that with him,  He speaks my language also, because He serve his mission in my language, I am very looky. He also is very reserve with his emotions. The most that I like with live with all this guys in the same apartment was that We are all differents personalities, however was very exiting. In summary living with more people from another culture is amazing, everyone is respectfully with the other, and also you can learn a lot about them and their families. In addition I make very good friends, and I hope that we can ve in contact for a while.","My city is a very beautiful place for live but if I can do one improvement that would make my city a better place for live I think that I should make a change in the administation of the politician people in my city. They are not the best people, always they improve areas in what their family lives and not the rest of the city. They forgot what they promise in their campain. Young people do not believe in politician, many of them did not go to give his vote to anyone of them, everyone lie, young people in my city in not longer trust in them. 
Firstly,  politician in my city need be more care about all the comunity and not only for the rich part. I remember in classes when teacher speak about Shakleton the big leader and explorer. If we think in this old history,  shakleton was traveling in the antartic and they were lost and all his tripulation was with him, 21 persons in his ship, but he promise them that they are going to be fine, and ask for they to trust him and work togethers, They believe in them and with a lot hope and hard work they could resist the travel and come back to England, shakleton never give up, because he have many man in his tripulation who trust in him, so he give them the example to resist everything. However if a politician could be more like Shakleton and care more about his people, the people in his comand or in this case the city, they would follow him and they are going to trust in him and together can do many imposibly stuff. Young people is the future.
Finally,  politician need be profetionals . Old people normally have a good experiences in their lifes, but that is not longer the most important, politician needs be more creative, some times they neeed take risks and faster. Normally that are caracteristics of young people. People in the city needs trust to people who is proffetional in what they do. For example, if we have a envioreenment minister,  the best people for that position is at enviorement engienniering. I saw this example when I was living in Canada, and I know that works.
In summary, for improve my city I know that politians people needs change, young people in the city wants that, they want believe and trust in good leaders, I need trust too. Politicians needs be persons with experiences, proffetionalism and good leaders. I would follow them and I know that my young people of my city too. Young people is the future of the city, and the city it will improve.",4.66
S17 Placement,76525,"I live with a couple of roomates. We being throug a lot of experiences together. They are willing to do wherever it takes to help each other. We shared things together and try to have the spirit in our home. I have two roomates they are my sister and my brother in law. My sister name is Eva. My sister is about 4''5 and she is great she has a great personality. She like to study hard and help our neighbors as well. My sister is working in UVU. She is a language teacher. My brother in law name is Trevor. He is about 5''9. He likes to eat a lot of candy and grease food. He is the most peaceful guy that i ever met in my life. He is working at Smith's . He is a hard worker. He always is working and on his free time go out with my sister. they are super great I love them. When we all have time to be together  we talk or go out to watch movies and enjoy each other company. I have been living with them for about  3 years. When we can too, we shared cars too. I LOVE MY FAMILY. i love my roommates.","I am a person who likes beauty and well developed places, for a period of over 10 years I had live in a place that could not  have this characteristics. These two characterists I would love to have in my country that I am from. My name is David Vilela and I am from Peru I would like to explain to you why I would love to have this two characteristic in my home country. I am not saying that my country is not a beautiful place to live  or is not a well developed country but I am sharing here that they could do better. Peru is a country that has all of the resources that a country needs to be a well developed country but they really not know how to well use it.   
First at all, to have a beautiful place to live a country needs a lot of work to be done. This work require a lot of effort on the side of the government. People who have the power to move things, an money that can be move as well. Who better people than them. the government can start making plans and they can hire people for the job as well. Having a special program of  cleaning and improving the beauty of the country will benefit our country with more turists, more turists more income for the country, more income for the country means there will be more money for this type of improvement that we need.
Next, It is important to have a lot of developments in our country and  new things that people can get interested to. Like all things and like the last part that I explain that is important to have a plan in this case is really esential to make plans and to make a program just for developments. I know that governments have programs for infraestructures and  ideas about fixing all old historical buildings but I would like them to create program about this specific topic new developments. Construction of bypasses, construction of well looked building, etc. If they have people which is thinking about just this program will benefit the country and the view of other people who have a bad opinions about it. 
 
In conlusion, I have being living in a place that have great ideas and great resources that they can use to improve it but  the people incharge did not use them at all because they were focusing more in the political and economical aspects for the benefits of themselves. I am suggesting that if we have the right people and these two things that I just mention  in this essay we can have a beautiful and well developed place to live to be proud of. 
For may years I have been ashamed of my country because of the lack of this two things in my country.",4.66
F15 LATs,03705,"Grace was my roommates in my university time and my best friend. She is an outgoing girl who has a wide varieties of interests. She likes reading, dancing and  
 drawing in the part-time. The most amazing thing is that she plays piano very well since she learn playing piano for ten years. After graduation she went to a bank to be a bank costumer manager. She plans to further her study in the next five years. Now she is preparing the master degree entrence eximination of a very good universtiy. I am sure she will get the offer.
    Grace is a warm-hearted girl. She is always trying to help others. She was once a volunter of study union in our university. She used to help others with their study.","The  city in my country is a good place to live in . It is a populous city that so many young people at my age are likey to come. But how it could become a better place? Government should encourage young people to build their own buisness by some beneficial policies. 
       First, the city has a big pupulation but not enough working oppotunities. Young people who are just graduate form college do not have working experience before and the working positions are not enough. As a result, there is a saying in my city,' graduation is unemployment.' Many young student cannot find a job after graduation. So they had to studying for a higer education or just stay at home. If the government take actions to help young people to run their own besiness, they can work for their own.
     Second, the policies are potential because the need exists. Encouraging young people to run their own business like opening a company could not only build a job for that young people, but also build new working positions for more people becuse the company need employers. Government can reduce the cost of buliding a company so that it is easier for young people. Furthermore, the government can build the business union to help young people running their buisness so that they can make success easier.
    Last,  this action is beneficial in a long run. We can see that it helps reduce the unemployment. In one way, some young people can work for themselves. In other way, more working positions were created. Then it helps the local economy.For instance,these new private businesses borden the market. They can do some new busness that the existed companies barely do before like online shops. Also more compines means more taxes. the government could use these money to invest new busness.
   In conclusion, government should makes some good policies to encourage and help young people to build their own buisness. It can not only reduce unemployment but laso stimulate the local economy.",4.67
F15 LATs,73031,"My New Neighborhood.
There are some differences that my new neighborhood rather than my old neighborhood. Before I had a lot friends in my old neighborhood, now have few firens around me.  In my new neighborhood there are a lot peolpe that speak english becuase I am in united state. In my old neighborhood I had some beatiful trees in my garden in front of my houses.  Today, in my new neighborhood i have a private transportacion for moving in different places. In my new neighborhood, the people is very kind even very polite mith me. Also, in my new neighborhood, I have a lot oppotunities for finding something. For these qualitiesmy new neighborhood has some differences from my old neighborhood.","The Technology Makes a Good Style of Live.
         When I was a child my father told me that some day the thing will changed it. Sometimes, he told me that my city needd some improvements for developing in our society. One of the most important thing that my city can develop is  the technology becuase it has some benefits for the style of life in my city.
           First, the comunication is very important for my city. The comunication give us the best way for bussines and some task of each day. Also, the comunication brings more facilities in the city to solutions problems about something. The technology helps in the things about registracion of a person in the system of the goverment. Thus, the people can obtain more informacion about of the city. All these things bring more opprtunities for improving in the city.
          In addittion, the education's technology brings a lot of opportunities to have a good workers. The education brings more facilities for learning any thing that the people want it. Also, the education gives us facilities to understand the books , manuals, proyects, etc. On the other hands, the eductaion gives us a better style of life. The education technology can give us a lot of opprtunities of the development in the city.
          Finally, the technology in the transportation gives us more opportunities to move to different places. For example, the train, the bus, the subway, the airplane give more facilities to go to their favorite places. Moreover, the transportacion can bring some kind of products from other countries,and we can enjoy these things to learn about them.
         In conclusion, the technology brings a lot of opportunities to improve our city. That's why that all the representants of the goverment disscuss about this topic. Furthermore, all the people thinks the same that me about that all of us must do some changes of technology in our city. These things make a good place for living and growing up in my city.",4.67
F15 LATs,93662,"The person that I live with right now is named Jarrod. Jarrod is really smart. He likes to spend his time doing homework and getting excellent grades in school. Even though he likes to spend a lot of time doing his homework assignmenets, he do not go out with his friends often. As a consequence, his free time is spended playing video games. Jarrod is handsome. In the mornings, for instance,  he likes to run and work out in order to be in shape and  look attractive. As a result of his example, I have been motivated to do the same. Now, we spend time together doing excercise. Jerrod is a person with a lot of goals in life. One of his goals, to illustrate, is to be a millionaire and have an international companie where he can have the opportunity to help a lot of people in Africa. In addition, he wants to have a huge family and be an example for others. Definitelly, Jerrod is an excellent person and an outstanding friend of mine.","Definitelly, there are several improvements that each continent, country, city and state must do in order to improve the quality of life of their society. My city should to have more recreational activities for the following reasons. 
In the first place, my city should have more recreational activities because it will imporve teenager's unification. Students, for example, are spending too much time playing video games and watching TV instead of spending time with their families and friends. Specifically, it affects negatively the unification of young people and as a consequence, many teenagers are falling in depression and are consuming drugs. Therefore, having friends will imporve their motivation to overcome their challenges and better themselves.
In the second place, my city needs to have more recreational activities because it will increase teenager's population. To illustrate,  young people are attracted to cities that are having music, art, clothing and technology events, and having more events in my city will get the attention of many young people and most of them will have the strong desire to move to my city.
Finallly, my city should to have more recreational activities because students will have more opportunities to be relaxed. For instance, nowadays students are having struggles to be relaxed and it has affected their efficiency negatively. In other words, students are too stressed and their grades in school and health begin to decrease. In fact, it is crucial that students should to have more activities in order to  be relaxed.
Clearly, having more reacreational activities will imporve student's life quality. Students will be more relaxed,  the teenager's population from my city will increase and it will imporve teenager's unification. By the same token, my city will have a sucessful future because of the effectiveness of its young people.",4.67
F15 LATs,19269,"I live in an apartment near the ELC with 5 guys. At that apartment, I share a room with another guy whose name is Tyler. He is from Utah and actually he works at the ELC doing cleaning job in the early morning. He is very friendly and also a very active person because he enjoys doing sports. Another roommate is Mark. He is a very nice guys who always invites friends to play video games. He is always playing video games and watching tv shows. Another guy who lives in my apartyment is Ben. He is a very nice guy and he always talks to me. He speaks Portugues because he served the mission in  Brazil. Another roommate is Kyler. I do not know him very well because he rarely is at home. And another guy is Steve. He is a nice guy, although he does not speak to much and he is always playing on his ipad, but still he is a niuce guy. I like living with","An improvement that would make my city a good place for people my age is to have places to do physical exercise for free. In my city there are many people who like to do exercise; however, not all of them have money to spend in a Gym so it would be good to open areas with exercising equipment like in other cities. Some benefits of opening areas where people can work out are that people can save money, people would be more healthy and in shape. 
There are some cities that provide parks with exercising equipment where people can work out for free. This would be very good to the people in my city because in my city if you want to work out or do exercise you have to go a gym and pay a tuition. Therefore, if the goverment opened this kind of areas with exercising equipment , more people would  have access to place to work out and others could save money.
Another long term consequence for opening areas with exercising equipment is that people would be in shape. A problem in my country in these last years is obecity because they do not have a correct diet and because they do not do exercise. However, if the government opened these areas, more people would go an exercise because they do not have to spend money and also they could go at any time because it would  be a park a public place. As a result, there would be more healthy people and in shape.
In my city there are many places to eat with friend and family, to go dancing and also parks. Nonetheless, there are no places to work out for free. I think this areas would make a good change among people my age because they will have a fre place to spend time with friend and do exercise that most people my age do not do.",4.69
S17 Placement,31987,"I am living with an American family right now. They are parents of a very good friend who served his mission in my country, Peru. They are wonderful people. They are kind to me. Everyday they are doing things to make me feel good here in their country. They are old people so they saw me as if I were their grandson. Sister Wilde is a musician. She conducts the hyms at Church and sings beautifully. She is an amazing woman. She also cooks pretty well. I love her food. I was missing my home but because of her I feel better now. Now the, about her husband, brother Wilde, I can say he is a great man. My first day here in the States he gave a me tour around all the city so that I can know better the places. He works from Monday to Thursday so he always has time for his wife. I really love this. I love this family a lot. I am going to miss them when I have to move. I will be eternally grateful to them for eveything they are doing for me so that I can feel like home. This marriage is so amazing.","As a young adult, I have seen that there is a big lack of places who can consider holy around my city. I am member of the Church of Jesus Christ of Latter-day Saints and I would like to have places where people my age can feel safe and welcome. There is a Church close here but that is not enough for us, I think we could create a program like in the States to have all the young people united. I have many friends in the States who has been raised here or have been studying for a long time, and there is a big difference in them. They have meetings, parties or opportunities to connect with people their age and with the same standards. I can't see this in my city now. This makes me feel sad sometimes because I would like my friends can have the chance to live like in the States. This is my first day here in Provo, Utah and wow, it is really amazing and holy. If all my Peruvian friends could be here I know they would enjoy this a lot. I know that it is not a good idea to bring all of them here but I am very convinced that we can do much to create a program in Lima Peru to help the young people, especially Mormon people to be and stay in holy places.
When I think about holy places I don't think only about temples or churches, but places like a friend's house or activities where people my age can feel the Spirit and be together far from the Satan's wickedness. I have always thought if there are people building discos or clubs to get money selling alcohol or ciggarettes, we can do all the contrary creating healthy activities for our Mormon community outside the States. We could use more our churches during the week. They are places where we should be more often. I dream with the day that we can hang out with friends and feel not so tempted or in danger.  
Imagine the impact that we could have in some years. I could name some of the inmediate consequences: Young people with a stronger desire to serve missions or get married at temples. Wow, is not this amazing? It is. We can do this a reality. Dreaming is not sufficient. We have to do things now to change our future and of those who will be born. We can do that the Provo's culture expands around the world creating programs and healthy activities. We do not need to invest a lot of money to do this. To start we can use our own buildings more.  I don't know how this works in other countries but in my experience today we tend to use the Church only on Sundays. With more activities for young people we would have the building open all the week and full of people. Imagine this again and let's do something to make it real.",4.7
W17 LATs,90130,"My live now is very different than before for many reasons. In the past, I lived with my family in my country, and I just studied but not worked. I did not have roommates, and my mother always cooked delicious food for me. I spent time with my family and enjoyed when I went enough activities with them. Now I live in another country and without my wonderful family. My family is my roommates and my friends. I am studying English in a good program at BYU, and it gives me the opportunity to work in the campus. I have to cook my food every day because I do not have to my mother close me. I miss to spent time with my family because I have always think that is the most important for me. In conclusion, now my life is very different than before for theses reasons, but I feel very grateful to have this new experience to living in another country.","The Most  Powerful Weapon for Changing my City
     The most powerful weapon for changing my city a better place is the education for many reasons. First, the education is the main key to eliminating  the poverty. Second, the education brings great oppportunities to achieve your goals. Third, the education helps you to live in peace and love. 
     The education is the main key to eliminating the poverty because it is an investment. You invest your time for studying in different institutions to learn essential things like read, talk, and write. There are many young that is out to school because do not have the wish to learn more. It is a great problem because when they are adult, they cannot have sufficient money to survive.
     The education bring great opportunities to achieve your goal. When  you obtain a good education whatever you study,  you can get a better job. Having a good job is very important to live with commodity. For example, many student decide to study in other countries because this is a great opportunity to have enough experiences that after they will put into practice in the future job. You can be succesfull if you study. 
     Furthemore, the education helps you to live in peace and love. The most important of learning is to be able to teach other people.  One of theses examples would be the amazing mothers when they have to teach to their children like read, talk, and count. When you help another person, you feel happiness.
     In conclusion, for theses reasons I think that the education is the most powerful weapon that can do what my city would be better. The education always gives you great opportunity to be succesful.",4.71
W16 Placement,06430,"I arrived here like 4 days ago and I have met awesome people. In this moment, Im living with 5 Americans. They are really nice with me and they are teaching me many things that I don't know, specially because everything is new for me. My roomate is very kind. His name is Boone, he is from Michigan and He will be here for the rest of this year. He has a girlfriend that he met during his mission in Arizona and she is also really nice. Her name is Blake. Boone likes to play soccer and basketball. We like to play bowling and we enjoy talking about our future plans. There is another roomate that is really nice. His name is Mikel, he served his mission in Argentina, so he speaks Spanish pretty well. He loves Disney movies and he has a big box full of movies. It's great!!! What I like about them is that they understand that I need to learn English, so they are helping a lot. Thay always want to talk to me, they invite me to many activities and we really enjoy being togather.","I have seen many great things here in the United States. Things that I have never seen before in Colombia. One of those things that I like most is the quality of education I found here. For me, It's really nice that you have the oportunity to aplay for any University and at the biggining of your semester you have the chance to take General studies and during this procces you can think and ponder about the carrier or major you would like to take. So, students here have the chance to change it if they realize it's not for them. That is great, because is Colombia is so different. In Colombia you need to know what you want to study and sometimes it's really difficult to be accepted and if during your major you realize that it's not for you.... they don't give you the same oportunities that you can find here. I sincerily believe that if the goverment applays ideas like this, people from my age could have more aportunities in their futures lifes.  
Thinking about the long - term consequences of this improvement I would say that the situation in Colombia could be better. It's so sad to see people in Colombia who has a nice major but for any reason  they are homeless right now. Can you Imaging this? Study so hard for 4 or 5 years and then don't find a place where you can aplay the things you learned. Doctors or Profesional people driving taxis or something like that, just because the can't find a place to work. It makes me really sad. That's why I feel so blesed to be here. Studying in this University and In this place. I want to give my best because I know that with the education Im going to recieve here I will have more oportunities in Colombia. This is what I want for city and for my country. I want a better education, with the same oportunities for everybody. And I know people my age would be so grateful with this change.",4.71
W16 Placement,88372,"Right now I live with the Raymond family. There are for people i theire family. Ronn is the father of my friend Dax. I served on the mission with Dax and we became good friends. He is a really big person, he plays football at Utah State University. His father Ronn owns a small buisnes and he is a good man. He also has two daughters. One of them is eighteen and she is a senior in high school. Other daughter is fourteen and she plays soccer in school. Their mother is the nices lady that I know. She takes care of her children and her husband every day. The whole family is really talented. Everyone has o hobbie and is good at it. I love spending time with them","Today I want to talk about my hometown and the things that can be better in it. I live in a big city called Odessa thats placed in Ukraine. That is beautiful city that has over one million people living in it. This city is right by the Black Sea, so it has a lot of turists every summer. 
If I would have chance to change something in my city, probably I would add more bicycle lines on the rodes. This will help to prevent traffic in down town and also a lot of accidents with cars and bicycles on the streets. Talking about people my age I will say that everyone will enjoy this change. A lot of young people ride bikes and they always have problems on the roads, because they dont have enough room with cars. 
Other benefit is clean environment. If you are riding a bicycle you are not poluting the air. We have a lot of people coming every summer for vacations with their familys and I think that they will enjoy good environment. 
On the other hand drivers will feel more comfortable driving their cars, because they dont need to worry about people that are riding bikes. Everyone will have their own lane on the road and if no one brakes driving rools such as crrosing double lanes everybody will be safe. 
There are a lot of benefits for people of my age in this change. I am twenty two years old and I like two ride on my bicycle. If I will have a separete  line on the road for riding a bike it will make my life safer, because I go to fast and a lot of times drivers in a big cars can not see me. 
Talking about long-term consequences I would say that everyone will learn how to drive safely and drivers will start to respect people that are ridding their bicycles, because they will not be on their way. Also more people will start using bikes, because thay will feel safer on tha roads.",4.71
W17 LATs,82512,"Nowadays, I live with my little son. It is the the first time that I have the responsibility to care a child. It is significant  this time because I learn about sharing time and a chils. My son has an active schedule. He weaks up very early, after that he likes to play the piano then eats breakfast. He enjoys his elementary school. Since six mounth ago, he speaks english more fluence than I. Every afternoon, he does karate. Finally, at night he usually reads his books. We enjoy reading about pokemon, peterpan, and superman.  Hi is friendly, humble, and proactive. Since he was a baby he likes to share his toys with his friends. Certanly, hi is my best roommate.","It is well known that my country (Peru) has many problems. The principal problem is relate to young people, they do not have public spaces and they spend their time in negative activities. My government has to implement beneficial programs for young people. Building public places and incrementing the investment in education will be the key to develop a new society.
First, more public places for young people and families. My town has a huge problems,  there are not enough public places to practices some sports. In addition,  young people use their time in negative activities, such as gans or drugs. In contrast, Provo has many public places for families, young people, an so on. This will be a good example, and my authorities should copy those examples. It is clear that more public places will help in a short-term because young people will develop health activities; and long-term because young people will avoid drugs and there will be less gans. 
Second, in relation to education. Authorities of my country must invest in schools. Since elementary schools to high school, even public universities. The money from taxes has to be used in more computers, books. Moroever, it is well known that many students do not have breakfast. The government must implement a food program for all student. It will help not only students, it will help the society. In short -term, this program will increase  rate of students at school. In a long-term, it will be beneficial for the society. It is evident that education is the key to improve my city.
In conclusion, young people are the future in a socierty. Peruvian authorities have to develop beneficial programs, such as building  more public places and investing in education because young people in five years will decide who will be the next president, they have to be educated",4.72
